product,country,correction_bnusd_per_mt_feed
dairy,AFG,0.08214666694402695
dairy,AGO,-0.10987724363803864
dairy,ALB,0.026412979932501912
dairy,ARE,-0.005148250726051629
dairy,ARG,-0.16150102019309998
dairy,ARM,0.020045739132910967
dairy,ASM,-0.0
dairy,ATG,-0.12726226821541786
dairy,AUS,-0.012923350557684898
dairy,AUT,0.036639988189563155
dairy,AZE,-0.0063932305201888084
dairy,BDI,-0.091891560703516
dairy,BEL,0.010255825705826283
dairy,BEN,-0.14354928210377693
dairy,BFA,-0.14950542151927948
dairy,BGD,-0.02539757266640663
dairy,BGR,0.08815251290798187
dairy,BHS,-0.0868096835911274
dairy,BIH,0.13570280373096466
dairy,BLR,-0.02068411896470934
dairy,BLZ,-0.12911782041192055
dairy,BOL,-0.1563887521624565
dairy,BRA,-0.1444319561123848
dairy,BRB,-0.2410820871591568
dairy,BRN,-0.0017232567770406604
dairy,BTN,-0.01630973257124424
dairy,BWA,-0.1484527923166752
dairy,CAF,-0.1277887374162674
dairy,CAN,-0.1138233095407486
dairy,CHE,0.03528300253674388
dairy,CHL,-0.1339343786239624
dairy,CHN,0.21929922699928284
dairy,CIV,-0.14677882194519043
dairy,CMR,-0.15122009813785553
dairy,COD,-0.1540760099887848
dairy,COG,-0.1492903009057045
dairy,COL,-0.17504166811704636
dairy,COM,-0.13859135285019875
dairy,CPV,-0.12097958102822304
dairy,CRI,-0.06204695254564285
dairy,CUB,-0.13943956047296524
dairy,CYP,0.08251389861106873
dairy,CZE,0.03506189538165927
dairy,DEU,0.03866098169237375
dairy,DJI,-0.02475464902818203
dairy,DNK,0.05701321642845869
dairy,DOM,-0.03578335791826248
dairy,DZA,0.001464224886149168
dairy,ECU,-0.17743946611881256
dairy,EGY,-0.03198168333619833
dairy,ERI,-0.0883121658116579
dairy,ESP,-0.038572759833186865
dairy,EST,0.03936504712328315
dairy,ETH,-0.12410325556993484
dairy,FIN,0.12222549319267273
dairy,FJI,0.009359191171824932
dairy,FRA,-0.024295165669173002
dairy,GAB,-0.04205810837447643
dairy,GBR,0.10139231383800507
dairy,GEO,0.014037666842341423
dairy,GHA,-0.09210006520152092
dairy,GIN,-0.0996435098350048
dairy,GMB,-0.13101056963205338
dairy,GNB,-0.15240319073200226
dairy,GNQ,-0.0
dairy,GRC,0.02240098500624299
dairy,GRD,-0.1505296304821968
dairy,GTM,-0.11767178401350975
dairy,GUF,-0.0
dairy,GUY,-0.12664971500635147
dairy,HND,-0.12567192316055298
dairy,HRV,0.014782849699258804
dairy,HTI,-0.03946591168642044
dairy,HUN,0.02774058820796199
dairy,IDN,0.03361646342091262
dairy,IND,-0.02791752852499485
dairy,IRL,-0.05656775087118149
dairy,IRN,0.05293956957757473
dairy,IRQ,-0.05623544566333294
dairy,ISL,-0.10340395197272301
dairy,ISR,-0.11589682474732399
dairy,ITA,-0.0011147093027830124
dairy,JAM,-0.0565047524869442
dairy,JOR,0.1300232708454132
dairy,JPN,0.15994024649262428
dairy,KAZ,0.10027765855193138
dairy,KEN,-0.07906650379300117
dairy,KGZ,0.22748804092407227
dairy,KHM,-0.10269961878657341
dairy,KOR,0.193796768784523
dairy,LAO,-0.031951626762747765
dairy,LBN,0.12660890817642212
dairy,LBR,-0.1291283592581749
dairy,LBY,-0.015536900144070387
dairy,LKA,0.05662981886416674
dairy,LSO,-0.14453685656189919
dairy,LTU,0.05262136925011873
dairy,LUX,0.0170457661151886
dairy,LVA,0.040061705745756626
dairy,MAR,-0.07245026715099812
dairy,MDA,0.0447265412658453
dairy,MDG,-0.15716196969151497
dairy,MEX,-0.03355622384697199
dairy,MKD,-0.005834033712744713
dairy,MLI,-0.08256431575864553
dairy,MLT,0.02621864341199398
dairy,MMR,-0.06633231230080128
dairy,MNE,0.07663652300834656
dairy,MNG,0.01581669971346855
dairy,MOZ,-0.12302570044994354
dairy,MRT,-0.10605477541685104
dairy,MUS,-0.0654214359819889
dairy,MWI,-0.11620649322867393
dairy,MYS,-0.03289232216775417
dairy,NAM,-0.14010868966579437
dairy,NER,-0.157613605260849
dairy,NGA,-0.09164817072451115
dairy,NIC,-0.171180859208107
dairy,NLD,3.611391730373725e-05
dairy,NOR,0.06616496108472347
dairy,NPL,-0.0219514025375247
dairy,NZL,-0.09316932037472725
dairy,OMN,-0.057282451540231705
dairy,PAK,0.059704724699258804
dairy,PAN,-0.10718134790658951
dairy,PER,-0.13599393889307976
dairy,PHL,0.09141067415475845
dairy,PNG,-0.09111041016876698
dairy,POL,0.026663096621632576
dairy,PRI,-0.13128678873181343
dairy,PRT,0.000598676735535264
dairy,PRY,-0.1498091220855713
dairy,PSE,0.08763941377401352
dairy,ROU,0.09675608202815056
dairy,RUS,0.14604299515485764
dairy,RWA,-0.08380749449133873
dairy,SAU,0.18127702921628952
dairy,SDN,-0.031292568892240524
dairy,SEN,-0.14264676719903946
dairy,SLB,-0.014748764224350452
dairy,SLE,-0.14055978879332542
dairy,SLV,-0.12818613648414612
dairy,SOM,-0.11386145651340485
dairy,SRB,0.06938754394650459
dairy,SSD,-0.08312331326305866
dairy,STP,-0.09605209156870842
dairy,SUR,-0.09774139523506165
dairy,SVK,0.04525553388521075
dairy,SVN,0.04013600666075945
dairy,SWE,0.0840372834354639
dairy,SWZ,-0.16154120117425919
dairy,SYR,0.016027076169848442
dairy,TCD,-0.12166784703731537
dairy,TGO,-0.14664147049188614
dairy,THA,0.06465070694684982
dairy,TJK,0.24193275719881058
dairy,TKM,0.05954757705330849
dairy,TLS,-0.13059110566973686
dairy,TTO,-0.11264410987496376
dairy,TUN,-0.019329542759805918
dairy,TUR,-0.013964010402560234
dairy,TWN,0.1632743626832962
dairy,TZA,-0.10778044909238815
dairy,UGA,-0.14271050691604614
dairy,UKR,0.018064737087115645
dairy,URY,-0.16679321229457855
dairy,USA,0.03219398856163025
dairy,UZB,0.09240839257836342
dairy,VEN,-0.17076891660690308
dairy,VNM,-0.03854653798043728
dairy,VUT,-0.0309450663626194
dairy,YEM,-0.06133320927619934
dairy,ZAF,-0.1103108637034893
dairy,ZMB,-0.10638464614748955
dairy,ZWE,-0.371809259057045
dairy-buffalo,AFG,-0.0
dairy-buffalo,AGO,-0.0
dairy-buffalo,ALB,-0.0
dairy-buffalo,ARE,-0.0
dairy-buffalo,ARG,-0.0
dairy-buffalo,ARM,-0.0
dairy-buffalo,ASM,-0.0
dairy-buffalo,ATG,-0.0
dairy-buffalo,AUS,-0.0
dairy-buffalo,AUT,-0.0
dairy-buffalo,AZE,-0.0
dairy-buffalo,BDI,-0.0
dairy-buffalo,BEL,-0.0
dairy-buffalo,BEN,-0.0
dairy-buffalo,BFA,-0.0
dairy-buffalo,BGD,-0.06616293266415596
dairy-buffalo,BGR,0.0319812037050724
dairy-buffalo,BHS,-0.0
dairy-buffalo,BIH,-0.0
dairy-buffalo,BLR,-0.0
dairy-buffalo,BLZ,-0.0
dairy-buffalo,BOL,-0.0
dairy-buffalo,BRA,-0.0
dairy-buffalo,BRB,-0.0
dairy-buffalo,BRN,-0.06290468201041222
dairy-buffalo,BTN,-0.0
dairy-buffalo,BWA,-0.0
dairy-buffalo,CAF,-0.0
dairy-buffalo,CAN,-0.0
dairy-buffalo,CHE,-0.0
dairy-buffalo,CHL,-0.0
dairy-buffalo,CHN,-0.046801965683698654
dairy-buffalo,CIV,-0.0
dairy-buffalo,CMR,-0.0
dairy-buffalo,COD,-0.0
dairy-buffalo,COG,-0.0
dairy-buffalo,COL,-0.0
dairy-buffalo,COM,-0.0
dairy-buffalo,CPV,-0.0
dairy-buffalo,CRI,-0.0
dairy-buffalo,CUB,-0.0
dairy-buffalo,CYP,-0.0
dairy-buffalo,CZE,-0.0
dairy-buffalo,DEU,-0.0
dairy-buffalo,DJI,-0.0
dairy-buffalo,DNK,-0.0
dairy-buffalo,DOM,-0.0
dairy-buffalo,DZA,-0.0
dairy-buffalo,ECU,-0.0
dairy-buffalo,EGY,-0.010649620555341244
dairy-buffalo,ERI,-0.0
dairy-buffalo,ESP,-0.0
dairy-buffalo,EST,-0.0
dairy-buffalo,ETH,-0.0
dairy-buffalo,FIN,-0.0
dairy-buffalo,FJI,-0.0
dairy-buffalo,FRA,-0.0
dairy-buffalo,GAB,-0.0
dairy-buffalo,GBR,-0.0
dairy-buffalo,GEO,-0.0
dairy-buffalo,GHA,-0.0
dairy-buffalo,GIN,-0.0
