country,correction_bnusd_per_mha
AFG,-0.0
AGO,-0.4345769137144089
ALB,-0.20895707607269287
ARE,-0.0
ARG,-0.21808408945798874
ARM,-0.0
ATG,-0.0
AUS,-0.11690390110015869
AUT,1.2174659058672432e-09
AZE,0.902103066444397
BDI,-1.1082043727128621e-08
BEL,0.08367127552628517
BEN,3.0179935693740845
BFA,1.386897623538971
BGD,-0.0
BGR,-0.30503877997398376
BHS,-0.0316774295642972
BIH,-0.4445299804210663
BLR,-0.019591745920479298
BLZ,-0.7379351556301117
BOL,-0.5958932638168335
BRA,-0.3751921057701111
BRB,0.8522741794586182
BRN,7.141561985015869
BTN,-0.28948941826820374
BWA,-0.0
CAF,-0.4648502320051193
CAN,-0.21916517615318298
CHE,-0.11954900994896889
CHL,-0.010969268623739481
CHN,-9.171298387400384e-09
CIV,-0.51629638671875
CMR,4.146082162857056
COD,-0.8133789598941803
COG,-0.8903338015079498
COL,-0.7695494294166565
COM,7.03753166853005e-10
CPV,-0.0
CRI,-0.040161214768886566
CUB,-0.1725609302520752
CYP,0.28603461384773254
CZE,-0.280591756105423
DEU,-0.3941321074962616
DJI,-0.0
DNK,1.8209227323532104
DOM,7.18969817015136e-09
DZA,-0.0
ECU,-0.10834560729563236
EGY,-0.0
ERI,-0.036436695605516434
ESP,-0.044432083144783974
EST,-0.25669121742248535
ETH,-1.5872822500817563e-10
FIN,1.5787851810455322
FJI,-0.7943975925445557
FRA,-6.067606639348355e-09
GAB,-0.8158496618270874
GBR,-0.03493287414312363
GEO,-0.2082834094762802
GHA,3.9665030371338617e-08
GIN,-0.2904384136199951
GMB,1.132258951663971
GNB,1.0381489992141724
GNQ,-0.7098988890647888
GRC,-0.10194651782512665
GRD,0.6089716553688049
GTM,-4.90308071920964e-10
GUF,-1.0722496509552002
GUY,-1.1411567330360413
HND,-0.6534972786903381
HRV,-0.18737270683050156
HTI,5.54345191972061e-09
HUN,-0.4170793741941452
IDN,-0.5775293707847595
IND,1.592830777168274
IRL,-2.0363737363027212e-08
IRN,-0.0
IRQ,-0.0
ISL,-0.08946210891008377
ISR,0.6618824303150177
ITA,0.04259064048528671
JAM,3.453690528869629
JOR,-0.0
JPN,-0.4974181354045868
KAZ,-9.890298025005961e-10
KEN,-0.17468049377202988
KGZ,-0.0
KHM,-0.4269895404577255
KOR,1.125574411453556e-09
LAO,2.91002910657312e-09
LBN,0.48361755907535553
LBR,-0.7553918659687042
LBY,-0.0
LKA,-0.19719894230365753
LSO,-0.443109393119812
LTU,-0.037103863433003426
LUX,0.04376813396811485
LVA,-0.3037813901901245
MAR,-0.0
MDA,-0.36603914201259613
MDG,-0.6942926049232483
MEX,-0.08276043459773064
MKD,-0.2778279483318329
MLI,-0.005235991440713406
MLT,-0.0
MMR,8.1712165922454e-09
MNE,-0.3014145940542221
MNG,-0.06104075722396374
MOZ,-0.5657002627849579
MRT,-0.0
MUS,-0.2501697465777397
MWI,-0.19057554006576538
MYS,2.3094663959000172e-08
NAM,-0.007091744802892208
NER,-0.0
NGA,-0.19652122259140015
NIC,-0.5845303535461426
NLD,0.7907610237598419
NOR,0.5385204553604126
NPL,-1.110417313654466e-09
NZL,-0.0
OMN,-0.0
PAK,-0.0
PAN,-0.2060026302933693
PER,-0.629314124584198
PHL,-0.12064796686172485
PNG,-0.7848113179206848
POL,0.019568821415305138
PRI,-0.6568542122840881
PRT,-0.10173622332513332
PRY,-0.536945641040802
PSE,0.6488772332668304
ROU,-0.4245498776435852
RUS,-8.213328683837062e-09
RWA,-0.25266803056001663
SAU,-0.0
SDN,-0.07152627781033516
SEN,0.34944604337215424
SLB,-0.047332171350717545
SLE,-0.41614776849746704
SLV,3.313786745071411
SOM,-0.05213965103030205
SRB,-0.29573993384838104
SSD,-0.3232929855585098
STP,0.5220659822225571
SUR,6.86613392829895
SVK,-0.4092821776866913
SVN,-0.22243013978004456
SWE,1.6298401355743408
SWZ,-1.973749874650821e-08
SYR,0.13188961148262024
TCD,-0.0883248969912529
TGO,-0.46927402913570404
THA,-3.208625720674263e-08
TJK,0.35093268752098083
TKM,-0.0
TLS,-0.22272039204835892
TTO,-2.3513318403445282e-08
TUN,0.33769020438194275
TUR,1.0687485337257385
TWN,-0.3089394122362137
TZA,-0.06884757429361343
UGA,-0.7039666175842285
UKR,-0.02324177697300911
URY,-0.17097113281488419
USA,-0.40475931763648987
UZB,0.39591629803180695
VEN,-0.26539246737957
VNM,5.579045295715332
VUT,-0.17226548492908478
YEM,1.373607755317252e-09
ZAF,-0.0033502724254503846
ZMB,-0.3225127309560776
ZWE,0.9941281378269196
