# SPDX-FileCopyrightText: 2025 Koen van Greevenbroek
#
# SPDX-License-Identifier: CC-BY-4.0
country,product,feed_category,multiplier
BRB,meat-chicken,monogastric_low_quality,1.0
BRB,meat-chicken,monogastric_protein,1.0
BRB,meat-pig,monogastric_grain,1.0
BRB,meat-pig,monogastric_low_quality,1.0
BRB,meat-pig,monogastric_protein,1.0
BRB,meat-sheep,ruminant_forage,1.0
BRB,meat-sheep,ruminant_grain,1.0
BRB,meat-sheep,ruminant_protein,1.0
BRB,meat-sheep,ruminant_roughage,1.0
BRN,dairy,ruminant_forage,2.0
BRN,dairy,ruminant_grain,1.0
BRN,dairy,ruminant_protein,2.0
BRN,dairy,ruminant_roughage,1.0
BRN,dairy-buffalo,ruminant_forage,2.0
BRN,dairy-buffalo,ruminant_grain,1.0
BRN,dairy-buffalo,ruminant_protein,2.0
BRN,dairy-buffalo,ruminant_roughage,1.0
BRN,eggs,monogastric_grain,1.0
BRN,eggs,monogastric_low_quality,1.0
BRN,eggs,monogastric_protein,2.0
BRN,meat-cattle,ruminant_forage,2.0
BRN,meat-cattle,ruminant_grain,1.0
BRN,meat-cattle,ruminant_protein,2.0
BRN,meat-cattle,ruminant_roughage,1.0
BRN,meat-chicken,monogastric_grain,1.0
BRN,meat-chicken,monogastric_low_quality,1.0
BRN,meat-chicken,monogastric_protein,2.0
BRN,meat-pig,monogastric_grain,1.0
BRN,meat-pig,monogastric_low_quality,1.0
BRN,meat-pig,monogastric_protein,2.0
BRN,meat-sheep,ruminant_forage,2.0
BRN,meat-sheep,ruminant_grain,1.0
BRN,meat-sheep,ruminant_protein,2.0
BRN,meat-sheep,ruminant_roughage,1.0
BTN,dairy,ruminant_forage,1.0
BTN,dairy,ruminant_grain,1.0
BTN,dairy,ruminant_protein,1.0
BTN,dairy,ruminant_roughage,2.0
BTN,dairy-buffalo,ruminant_forage,1.0
BTN,dairy-buffalo,ruminant_grain,1.0
BTN,dairy-buffalo,ruminant_protein,1.0
BTN,dairy-buffalo,ruminant_roughage,2.0
BTN,eggs,monogastric_grain,1.0
BTN,eggs,monogastric_low_quality,1.0
BTN,eggs,monogastric_protein,1.0
BTN,meat-cattle,ruminant_forage,1.0
BTN,meat-cattle,ruminant_grain,1.0
BTN,meat-cattle,ruminant_protein,1.0
BTN,meat-cattle,ruminant_roughage,2.0
BTN,meat-chicken,monogastric_grain,1.0
BTN,meat-chicken,monogastric_low_quality,1.0
BTN,meat-chicken,monogastric_protein,1.0
BTN,meat-pig,monogastric_grain,1.0
BTN,meat-pig,monogastric_low_quality,1.0
BTN,meat-pig,monogastric_protein,1.0
BTN,meat-sheep,ruminant_forage,1.0
BTN,meat-sheep,ruminant_grain,1.0
BTN,meat-sheep,ruminant_protein,1.0
BTN,meat-sheep,ruminant_roughage,2.0
BWA,dairy,ruminant_forage,1.262389847662316
BWA,dairy,ruminant_grain,1.0
BWA,dairy,ruminant_protein,1.0
BWA,dairy,ruminant_roughage,2.0
BWA,dairy-buffalo,ruminant_forage,1.262389847662316
BWA,dairy-buffalo,ruminant_grain,1.0
BWA,dairy-buffalo,ruminant_protein,1.0
BWA,dairy-buffalo,ruminant_roughage,2.0
BWA,eggs,monogastric_grain,1.0
BWA,eggs,monogastric_low_quality,1.0
BWA,eggs,monogastric_protein,1.0
BWA,meat-cattle,ruminant_forage,1.262389847662316
BWA,meat-cattle,ruminant_grain,1.0
BWA,meat-cattle,ruminant_protein,1.0
BWA,meat-cattle,ruminant_roughage,2.0
BWA,meat-chicken,monogastric_grain,1.0
BWA,meat-chicken,monogastric_low_quality,1.0
BWA,meat-chicken,monogastric_protein,1.0
BWA,meat-pig,monogastric_grain,1.0
BWA,meat-pig,monogastric_low_quality,1.0
BWA,meat-pig,monogastric_protein,1.0
BWA,meat-sheep,ruminant_forage,1.262389847662316
BWA,meat-sheep,ruminant_grain,1.0
BWA,meat-sheep,ruminant_protein,1.0
BWA,meat-sheep,ruminant_roughage,2.0
CAF,dairy,ruminant_forage,1.0
CAF,dairy,ruminant_grain,1.0
CAF,dairy,ruminant_protein,1.0
CAF,dairy,ruminant_roughage,1.0
CAF,dairy-buffalo,ruminant_forage,1.0
CAF,dairy-buffalo,ruminant_grain,1.0
CAF,dairy-buffalo,ruminant_protein,1.0
CAF,dairy-buffalo,ruminant_roughage,1.0
CAF,eggs,monogastric_grain,1.0
CAF,eggs,monogastric_low_quality,1.0
CAF,eggs,monogastric_protein,1.0
CAF,meat-cattle,ruminant_forage,1.0
CAF,meat-cattle,ruminant_grain,1.0
CAF,meat-cattle,ruminant_protein,1.0
CAF,meat-cattle,ruminant_roughage,1.0
CAF,meat-chicken,monogastric_grain,1.0
CAF,meat-chicken,monogastric_low_quality,1.0
CAF,meat-chicken,monogastric_protein,1.0
CAF,meat-pig,monogastric_grain,1.0
CAF,meat-pig,monogastric_low_quality,1.0
CAF,meat-pig,monogastric_protein,1.0
CAF,meat-sheep,ruminant_forage,1.0
CAF,meat-sheep,ruminant_grain,1.0
CAF,meat-sheep,ruminant_protein,1.0
CAF,meat-sheep,ruminant_roughage,1.0
CAN,dairy,ruminant_forage,1.216741779370999
CAN,dairy,ruminant_grain,1.0
CAN,dairy,ruminant_protein,1.0
CAN,dairy,ruminant_roughage,1.0
CAN,dairy-buffalo,ruminant_forage,1.216741779370999
CAN,dairy-buffalo,ruminant_grain,1.0
CAN,dairy-buffalo,ruminant_protein,1.0
CAN,dairy-buffalo,ruminant_roughage,1.0
CAN,eggs,monogastric_grain,1.0
CAN,eggs,monogastric_low_quality,1.0
CAN,eggs,monogastric_protein,1.0
CAN,meat-cattle,ruminant_forage,1.216741779370999
CAN,meat-cattle,ruminant_grain,1.0
CAN,meat-cattle,ruminant_protein,1.0
CAN,meat-cattle,ruminant_roughage,1.0
CAN,meat-chicken,monogastric_grain,1.0
CAN,meat-chicken,monogastric_low_quality,1.0
CAN,meat-chicken,monogastric_protein,1.0
CAN,meat-pig,monogastric_grain,1.0
CAN,meat-pig,monogastric_low_quality,1.0
CAN,meat-pig,monogastric_protein,1.0
CAN,meat-sheep,ruminant_forage,1.216741779370999
CAN,meat-sheep,ruminant_grain,1.0
CAN,meat-sheep,ruminant_protein,1.0
CAN,meat-sheep,ruminant_roughage,1.0
CHE,dairy,ruminant_forage,1.6091692085200373
CHE,dairy,ruminant_grain,1.0
CHE,dairy,ruminant_protein,1.0
CHE,dairy,ruminant_roughage,1.0
CHE,dairy-buffalo,ruminant_forage,1.6091692085200373
CHE,dairy-buffalo,ruminant_grain,1.0
CHE,dairy-buffalo,ruminant_protein,1.0
CHE,dairy-buffalo,ruminant_roughage,1.0
CHE,eggs,monogastric_grain,1.0
CHE,eggs,monogastric_low_quality,1.0
CHE,eggs,monogastric_protein,1.0
CHE,meat-cattle,ruminant_forage,1.6091692085200373
CHE,meat-cattle,ruminant_grain,1.0
CHE,meat-cattle,ruminant_protein,1.0
CHE,meat-cattle,ruminant_roughage,1.0
CHE,meat-chicken,monogastric_grain,1.0
CHE,meat-chicken,monogastric_low_quality,1.0
CHE,meat-chicken,monogastric_protein,1.0
CHE,meat-pig,monogastric_grain,1.0
CHE,meat-pig,monogastric_low_quality,1.0
CHE,meat-pig,monogastric_protein,1.0
CHE,meat-sheep,ruminant_forage,1.6091692085200373
CHE,meat-sheep,ruminant_grain,1.0
CHE,meat-sheep,ruminant_protein,1.0
CHE,meat-sheep,ruminant_roughage,1.0
CHL,dairy,ruminant_forage,1.6951212419505288
CHL,dairy,ruminant_grain,1.0
CHL,dairy,ruminant_protein,1.0
CHL,dairy,ruminant_roughage,1.0
CHL,dairy-buffalo,ruminant_forage,1.6951212419505288
CHL,dairy-buffalo,ruminant_grain,1.0
CHL,dairy-buffalo,ruminant_protein,1.0
CHL,dairy-buffalo,ruminant_roughage,1.0
CHL,eggs,monogastric_grain,1.0
CHL,eggs,monogastric_low_quality,1.0
CHL,eggs,monogastric_protein,1.0
CHL,meat-cattle,ruminant_forage,1.6951212419505288
CHL,meat-cattle,ruminant_grain,1.0
CHL,meat-cattle,ruminant_protein,1.0
CHL,meat-cattle,ruminant_roughage,1.0
CHL,meat-chicken,monogastric_grain,1.0
CHL,meat-chicken,monogastric_low_quality,1.0
CHL,meat-chicken,monogastric_protein,1.0
CHL,meat-pig,monogastric_grain,1.0
CHL,meat-pig,monogastric_low_quality,1.0
CHL,meat-pig,monogastric_protein,1.0
CHL,meat-sheep,ruminant_forage,1.6951212419505288
CHL,meat-sheep,ruminant_grain,1.0
CHL,meat-sheep,ruminant_protein,1.0
CHL,meat-sheep,ruminant_roughage,1.0
CHN,dairy,ruminant_forage,2.0
CHN,dairy,ruminant_grain,1.0
CHN,dairy,ruminant_protein,2.0
CHN,dairy,ruminant_roughage,1.0577406176950543
CHN,dairy-buffalo,ruminant_forage,2.0
CHN,dairy-buffalo,ruminant_grain,1.0
CHN,dairy-buffalo,ruminant_protein,2.0
CHN,dairy-buffalo,ruminant_roughage,1.0577406176950543
CHN,eggs,monogastric_grain,1.0
CHN,eggs,monogastric_low_quality,1.132327148859737
CHN,eggs,monogastric_protein,2.0
CHN,meat-cattle,ruminant_forage,2.0
CHN,meat-cattle,ruminant_grain,1.0
CHN,meat-cattle,ruminant_protein,2.0
CHN,meat-cattle,ruminant_roughage,1.0577406176950543
CHN,meat-chicken,monogastric_grain,1.0
CHN,meat-chicken,monogastric_low_quality,1.132327148859737
CHN,meat-chicken,monogastric_protein,2.0
CHN,meat-pig,monogastric_grain,1.0
CHN,meat-pig,monogastric_low_quality,1.132327148859737
CHN,meat-pig,monogastric_protein,2.0
CHN,meat-sheep,ruminant_forage,2.0
CHN,meat-sheep,ruminant_grain,1.0
CHN,meat-sheep,ruminant_protein,2.0
CHN,meat-sheep,ruminant_roughage,1.0577406176950543
CIV,dairy,ruminant_forage,1.0
CIV,dairy,ruminant_grain,1.0
CIV,dairy,ruminant_protein,1.0
CIV,dairy,ruminant_roughage,1.0
CIV,dairy-buffalo,ruminant_forage,1.0
CIV,dairy-buffalo,ruminant_grain,1.0
CIV,dairy-buffalo,ruminant_protein,1.0
CIV,dairy-buffalo,ruminant_roughage,1.0
CIV,eggs,monogastric_grain,1.0
CIV,eggs,monogastric_low_quality,1.0
CIV,eggs,monogastric_protein,1.0
CIV,meat-cattle,ruminant_forage,1.0
CIV,meat-cattle,ruminant_grain,1.0
CIV,meat-cattle,ruminant_protein,1.0
CIV,meat-cattle,ruminant_roughage,1.0
CIV,meat-chicken,monogastric_grain,1.0
CIV,meat-chicken,monogastric_low_quality,1.0
CIV,meat-chicken,monogastric_protein,1.0
CIV,meat-pig,monogastric_grain,1.0
CIV,meat-pig,monogastric_low_quality,1.0
CIV,meat-pig,monogastric_protein,1.0
CIV,meat-sheep,ruminant_forage,1.0
CIV,meat-sheep,ruminant_grain,1.0
CIV,meat-sheep,ruminant_protein,1.0
CIV,meat-sheep,ruminant_roughage,1.0
CMR,dairy,ruminant_forage,2.0
CMR,dairy,ruminant_grain,1.0
CMR,dairy,ruminant_protein,1.0
CMR,dairy,ruminant_roughage,1.0
CMR,dairy-buffalo,ruminant_forage,2.0
CMR,dairy-buffalo,ruminant_grain,1.0
CMR,dairy-buffalo,ruminant_protein,1.0
CMR,dairy-buffalo,ruminant_roughage,1.0
CMR,eggs,monogastric_grain,1.0
CMR,eggs,monogastric_low_quality,1.0
CMR,eggs,monogastric_protein,1.0
CMR,meat-cattle,ruminant_forage,2.0
CMR,meat-cattle,ruminant_grain,1.0
CMR,meat-cattle,ruminant_protein,1.0
CMR,meat-cattle,ruminant_roughage,1.0
CMR,meat-chicken,monogastric_grain,1.0
CMR,meat-chicken,monogastric_low_quality,1.0
CMR,meat-chicken,monogastric_protein,1.0
CMR,meat-pig,monogastric_grain,1.0
CMR,meat-pig,monogastric_low_quality,1.0
CMR,meat-pig,monogastric_protein,1.0
CMR,meat-sheep,ruminant_forage,2.0
CMR,meat-sheep,ruminant_grain,1.0
CMR,meat-sheep,ruminant_protein,1.0
CMR,meat-sheep,ruminant_roughage,1.0
COD,dairy,ruminant_forage,1.0
COD,dairy,ruminant_grain,1.0
COD,dairy,ruminant_protein,1.0
COD,dairy,ruminant_roughage,1.0
COD,dairy-buffalo,ruminant_forage,1.0
COD,dairy-buffalo,ruminant_grain,1.0
COD,dairy-buffalo,ruminant_protein,1.0
COD,dairy-buffalo,ruminant_roughage,1.0
COD,eggs,monogastric_grain,1.0
COD,eggs,monogastric_low_quality,1.0
COD,eggs,monogastric_protein,1.0
COD,meat-cattle,ruminant_forage,1.0
COD,meat-cattle,ruminant_grain,1.0
COD,meat-cattle,ruminant_protein,1.0
COD,meat-cattle,ruminant_roughage,1.0
COD,meat-chicken,monogastric_grain,1.0
COD,meat-chicken,monogastric_low_quality,1.0
COD,meat-chicken,monogastric_protein,1.0
COD,meat-pig,monogastric_grain,1.0
COD,meat-pig,monogastric_low_quality,1.0
COD,meat-pig,monogastric_protein,1.0
COD,meat-sheep,ruminant_forage,1.0
COD,meat-sheep,ruminant_grain,1.0
COD,meat-sheep,ruminant_protein,1.0
COD,meat-sheep,ruminant_roughage,1.0
COG,dairy,ruminant_forage,1.0
COG,dairy,ruminant_grain,1.0
COG,dairy,ruminant_protein,1.0
COG,dairy,ruminant_roughage,1.0
COG,dairy-buffalo,ruminant_forage,1.0
COG,dairy-buffalo,ruminant_grain,1.0
COG,dairy-buffalo,ruminant_protein,1.0
COG,dairy-buffalo,ruminant_roughage,1.0
COG,eggs,monogastric_grain,1.0
COG,eggs,monogastric_low_quality,1.0
COG,eggs,monogastric_protein,1.0
COG,meat-cattle,ruminant_forage,1.0
COG,meat-cattle,ruminant_grain,1.0
COG,meat-cattle,ruminant_protein,1.0
COG,meat-cattle,ruminant_roughage,1.0
COG,meat-chicken,monogastric_grain,1.0
COG,meat-chicken,monogastric_low_quality,1.0
COG,meat-chicken,monogastric_protein,1.0
COG,meat-pig,monogastric_grain,1.0
COG,meat-pig,monogastric_low_quality,1.0
COG,meat-pig,monogastric_protein,1.0
COG,meat-sheep,ruminant_forage,1.0
COG,meat-sheep,ruminant_grain,1.0
COG,meat-sheep,ruminant_protein,1.0
COG,meat-sheep,ruminant_roughage,1.0
COL,dairy,ruminant_forage,1.0
COL,dairy,ruminant_grain,1.0
COL,dairy,ruminant_protein,1.0
COL,dairy,ruminant_roughage,1.0
COL,dairy-buffalo,ruminant_forage,1.0
COL,dairy-buffalo,ruminant_grain,1.0
COL,dairy-buffalo,ruminant_protein,1.0
COL,dairy-buffalo,ruminant_roughage,1.0
COL,eggs,monogastric_grain,1.0
COL,eggs,monogastric_low_quality,1.0
COL,eggs,monogastric_protein,1.0
COL,meat-cattle,ruminant_forage,1.0
COL,meat-cattle,ruminant_grain,1.0
COL,meat-cattle,ruminant_protein,1.0
COL,meat-cattle,ruminant_roughage,1.0
COL,meat-chicken,monogastric_grain,1.0
COL,meat-chicken,monogastric_low_quality,1.0
COL,meat-chicken,monogastric_protein,1.0
COL,meat-pig,monogastric_grain,1.0
COL,meat-pig,monogastric_low_quality,1.0
COL,meat-pig,monogastric_protein,1.0
COL,meat-sheep,ruminant_forage,1.0
COL,meat-sheep,ruminant_grain,1.0
COL,meat-sheep,ruminant_protein,1.0
COL,meat-sheep,ruminant_roughage,1.0
COM,dairy,ruminant_forage,2.0
COM,dairy,ruminant_grain,1.0
COM,dairy,ruminant_protein,1.0
COM,dairy,ruminant_roughage,2.0
COM,dairy-buffalo,ruminant_forage,2.0
COM,dairy-buffalo,ruminant_grain,1.0
COM,dairy-buffalo,ruminant_protein,1.0
COM,dairy-buffalo,ruminant_roughage,2.0
COM,eggs,monogastric_grain,1.0
COM,eggs,monogastric_low_quality,1.0
COM,eggs,monogastric_protein,1.0
COM,meat-cattle,ruminant_forage,2.0
COM,meat-cattle,ruminant_grain,1.0
COM,meat-cattle,ruminant_protein,1.0
COM,meat-cattle,ruminant_roughage,2.0
COM,meat-chicken,monogastric_grain,1.0
COM,meat-chicken,monogastric_low_quality,1.0
COM,meat-chicken,monogastric_protein,1.0
COM,meat-pig,monogastric_grain,1.0
COM,meat-pig,monogastric_low_quality,1.0
COM,meat-pig,monogastric_protein,1.0
COM,meat-sheep,ruminant_forage,2.0
COM,meat-sheep,ruminant_grain,1.0
COM,meat-sheep,ruminant_protein,1.0
COM,meat-sheep,ruminant_roughage,2.0
CPV,dairy,ruminant_forage,2.0
CPV,dairy,ruminant_grain,1.0
CPV,dairy,ruminant_protein,1.0
CPV,dairy,ruminant_roughage,1.0
CPV,dairy-buffalo,ruminant_forage,2.0
CPV,dairy-buffalo,ruminant_grain,1.0
CPV,dairy-buffalo,ruminant_protein,1.0
CPV,dairy-buffalo,ruminant_roughage,1.0
CPV,eggs,monogastric_grain,1.0
CPV,eggs,monogastric_low_quality,1.0
CPV,eggs,monogastric_protein,1.0
CPV,meat-cattle,ruminant_forage,2.0
CPV,meat-cattle,ruminant_grain,1.0
CPV,meat-cattle,ruminant_protein,1.0
CPV,meat-cattle,ruminant_roughage,1.0
CPV,meat-chicken,monogastric_grain,1.0
CPV,meat-chicken,monogastric_low_quality,1.0
CPV,meat-chicken,monogastric_protein,1.0
CPV,meat-pig,monogastric_grain,1.0
CPV,meat-pig,monogastric_low_quality,1.0
CPV,meat-pig,monogastric_protein,1.0
CPV,meat-sheep,ruminant_forage,2.0
CPV,meat-sheep,ruminant_grain,1.0
CPV,meat-sheep,ruminant_protein,1.0
CPV,meat-sheep,ruminant_roughage,1.0
CRI,dairy,ruminant_forage,1.8886128247067282
CRI,dairy,ruminant_grain,1.0
CRI,dairy,ruminant_protein,1.0
CRI,dairy,ruminant_roughage,1.0
CRI,dairy-buffalo,ruminant_forage,1.8886128247067282
CRI,dairy-buffalo,ruminant_grain,1.0
CRI,dairy-buffalo,ruminant_protein,1.0
CRI,dairy-buffalo,ruminant_roughage,1.0
CRI,eggs,monogastric_grain,1.0
CRI,eggs,monogastric_low_quality,1.0
CRI,eggs,monogastric_protein,1.0
CRI,meat-cattle,ruminant_forage,1.8886128247067282
CRI,meat-cattle,ruminant_grain,1.0
CRI,meat-cattle,ruminant_protein,1.0
CRI,meat-cattle,ruminant_roughage,1.0
CRI,meat-chicken,monogastric_grain,1.0
CRI,meat-chicken,monogastric_low_quality,1.0
CRI,meat-chicken,monogastric_protein,1.0
CRI,meat-pig,monogastric_grain,1.0
CRI,meat-pig,monogastric_low_quality,1.0
CRI,meat-pig,monogastric_protein,1.0
CRI,meat-sheep,ruminant_forage,1.8886128247067282
CRI,meat-sheep,ruminant_grain,1.0
CRI,meat-sheep,ruminant_protein,1.0
CRI,meat-sheep,ruminant_roughage,1.0
CUB,dairy,ruminant_forage,1.0
CUB,dairy,ruminant_grain,1.0
CUB,dairy,ruminant_protein,1.0
CUB,dairy,ruminant_roughage,1.0
CUB,dairy-buffalo,ruminant_forage,1.0
CUB,dairy-buffalo,ruminant_grain,1.0
CUB,dairy-buffalo,ruminant_protein,1.0
CUB,dairy-buffalo,ruminant_roughage,1.0
CUB,eggs,monogastric_grain,1.0
CUB,eggs,monogastric_low_quality,1.0
CUB,eggs,monogastric_protein,1.0
CUB,meat-cattle,ruminant_forage,1.0
CUB,meat-cattle,ruminant_grain,1.0
CUB,meat-cattle,ruminant_protein,1.0
CUB,meat-cattle,ruminant_roughage,1.0
CUB,meat-chicken,monogastric_grain,1.0
CUB,meat-chicken,monogastric_low_quality,1.0
CUB,meat-chicken,monogastric_protein,1.0
CUB,meat-pig,monogastric_grain,1.0
CUB,meat-pig,monogastric_low_quality,1.0
CUB,meat-pig,monogastric_protein,1.0
CUB,meat-sheep,ruminant_forage,1.0
CUB,meat-sheep,ruminant_grain,1.0
CUB,meat-sheep,ruminant_protein,1.0
CUB,meat-sheep,ruminant_roughage,1.0
CYP,dairy,ruminant_forage,2.0
CYP,dairy,ruminant_grain,1.0
CYP,dairy,ruminant_protein,1.0
CYP,dairy,ruminant_roughage,1.0
CYP,dairy-buffalo,ruminant_forage,2.0
CYP,dairy-buffalo,ruminant_grain,1.0
CYP,dairy-buffalo,ruminant_protein,1.0
CYP,dairy-buffalo,ruminant_roughage,1.0
CYP,eggs,monogastric_grain,1.0
CYP,eggs,monogastric_low_quality,1.0
CYP,eggs,monogastric_protein,1.0
CYP,meat-cattle,ruminant_forage,2.0
CYP,meat-cattle,ruminant_grain,1.0
CYP,meat-cattle,ruminant_protein,1.0
CYP,meat-cattle,ruminant_roughage,1.0
CYP,meat-chicken,monogastric_grain,1.0
CYP,meat-chicken,monogastric_low_quality,1.0
CYP,meat-chicken,monogastric_protein,1.0
CYP,meat-pig,monogastric_grain,1.0
CYP,meat-pig,monogastric_low_quality,1.0
CYP,meat-pig,monogastric_protein,1.0
CYP,meat-sheep,ruminant_forage,2.0
CYP,meat-sheep,ruminant_grain,1.0
CYP,meat-sheep,ruminant_protein,1.0
CYP,meat-sheep,ruminant_roughage,1.0
CZE,dairy,ruminant_forage,1.5501990214332344
CZE,dairy,ruminant_grain,1.0
CZE,dairy,ruminant_protein,1.0
CZE,dairy,ruminant_roughage,1.0
CZE,dairy-buffalo,ruminant_forage,1.5501990214332344
CZE,dairy-buffalo,ruminant_grain,1.0
CZE,dairy-buffalo,ruminant_protein,1.0
CZE,dairy-buffalo,ruminant_roughage,1.0
CZE,eggs,monogastric_grain,1.0
CZE,eggs,monogastric_low_quality,1.0
CZE,eggs,monogastric_protein,1.0
CZE,meat-cattle,ruminant_forage,1.5501990214332344
CZE,meat-cattle,ruminant_grain,1.0
CZE,meat-cattle,ruminant_protein,1.0
CZE,meat-cattle,ruminant_roughage,1.0
CZE,meat-chicken,monogastric_grain,1.0
CZE,meat-chicken,monogastric_low_quality,1.0
CZE,meat-chicken,monogastric_protein,1.0
CZE,meat-pig,monogastric_grain,1.0
CZE,meat-pig,monogastric_low_quality,1.0
CZE,meat-pig,monogastric_protein,1.0
CZE,meat-sheep,ruminant_forage,1.5501990214332344
CZE,meat-sheep,ruminant_grain,1.0
CZE,meat-sheep,ruminant_protein,1.0
CZE,meat-sheep,ruminant_roughage,1.0
DEU,dairy,ruminant_forage,1.0
DEU,dairy,ruminant_grain,1.0
DEU,dairy,ruminant_protein,1.0
DEU,dairy,ruminant_roughage,1.0
DEU,dairy-buffalo,ruminant_forage,1.0
DEU,dairy-buffalo,ruminant_grain,1.0
DEU,dairy-buffalo,ruminant_protein,1.0
DEU,dairy-buffalo,ruminant_roughage,1.0
DEU,eggs,monogastric_grain,1.0
DEU,eggs,monogastric_low_quality,1.0
DEU,eggs,monogastric_protein,1.0
DEU,meat-cattle,ruminant_forage,1.0
DEU,meat-cattle,ruminant_grain,1.0
DEU,meat-cattle,ruminant_protein,1.0
DEU,meat-cattle,ruminant_roughage,1.0
DEU,meat-chicken,monogastric_grain,1.0
DEU,meat-chicken,monogastric_low_quality,1.0
DEU,meat-chicken,monogastric_protein,1.0
DEU,meat-pig,monogastric_grain,1.0
DEU,meat-pig,monogastric_low_quality,1.0
DEU,meat-pig,monogastric_protein,1.0
DEU,meat-sheep,ruminant_forage,1.0
DEU,meat-sheep,ruminant_grain,1.0
DEU,meat-sheep,ruminant_protein,1.0
DEU,meat-sheep,ruminant_roughage,1.0
DJI,dairy,ruminant_forage,2.0
DJI,dairy,ruminant_grain,1.0
DJI,dairy,ruminant_protein,1.0
DJI,dairy,ruminant_roughage,1.0
DJI,dairy-buffalo,ruminant_forage,2.0
DJI,dairy-buffalo,ruminant_grain,1.0
DJI,dairy-buffalo,ruminant_protein,1.0
DJI,dairy-buffalo,ruminant_roughage,1.0
DJI,eggs,monogastric_grain,1.0
DJI,eggs,monogastric_low_quality,1.0
DJI,eggs,monogastric_protein,1.0
DJI,meat-cattle,ruminant_forage,2.0
DJI,meat-cattle,ruminant_grain,1.0
DJI,meat-cattle,ruminant_protein,1.0
DJI,meat-cattle,ruminant_roughage,1.0
DJI,meat-chicken,monogastric_grain,1.0
DJI,meat-chicken,monogastric_low_quality,1.0
DJI,meat-chicken,monogastric_protein,1.0
DJI,meat-pig,monogastric_grain,1.0
DJI,meat-pig,monogastric_low_quality,1.0
DJI,meat-pig,monogastric_protein,1.0
DJI,meat-sheep,ruminant_forage,2.0
DJI,meat-sheep,ruminant_grain,1.0
DJI,meat-sheep,ruminant_protein,1.0
DJI,meat-sheep,ruminant_roughage,1.0
DNK,dairy,ruminant_forage,2.0
DNK,dairy,ruminant_grain,1.0
DNK,dairy,ruminant_protein,1.0
DNK,dairy,ruminant_roughage,1.0
DNK,dairy-buffalo,ruminant_forage,2.0
DNK,dairy-buffalo,ruminant_grain,1.0
DNK,dairy-buffalo,ruminant_protein,1.0
DNK,dairy-buffalo,ruminant_roughage,1.0
DNK,eggs,monogastric_grain,1.0
DNK,eggs,monogastric_low_quality,1.0
DNK,eggs,monogastric_protein,1.0
DNK,meat-cattle,ruminant_forage,2.0
DNK,meat-cattle,ruminant_grain,1.0
DNK,meat-cattle,ruminant_protein,1.0
DNK,meat-cattle,ruminant_roughage,1.0
DNK,meat-chicken,monogastric_grain,1.0
DNK,meat-chicken,monogastric_low_quality,1.0
DNK,meat-chicken,monogastric_protein,1.0
DNK,meat-pig,monogastric_grain,1.0
DNK,meat-pig,monogastric_low_quality,1.0
DNK,meat-pig,monogastric_protein,1.0
DNK,meat-sheep,ruminant_forage,2.0
DNK,meat-sheep,ruminant_grain,1.0
DNK,meat-sheep,ruminant_protein,1.0
DNK,meat-sheep,ruminant_roughage,1.0
DOM,dairy,ruminant_forage,1.0
DOM,dairy,ruminant_grain,1.0
DOM,dairy,ruminant_protein,1.0
DOM,dairy,ruminant_roughage,1.0
DOM,dairy-buffalo,ruminant_forage,1.0
DOM,dairy-buffalo,ruminant_grain,1.0
DOM,dairy-buffalo,ruminant_protein,1.0
DOM,dairy-buffalo,ruminant_roughage,1.0
DOM,eggs,monogastric_grain,1.0
DOM,eggs,monogastric_low_quality,1.0
DOM,eggs,monogastric_protein,1.0
DOM,meat-cattle,ruminant_forage,1.0
DOM,meat-cattle,ruminant_grain,1.0
DOM,meat-cattle,ruminant_protein,1.0
DOM,meat-cattle,ruminant_roughage,1.0
DOM,meat-chicken,monogastric_grain,1.0
DOM,meat-chicken,monogastric_low_quality,1.0
DOM,meat-chicken,monogastric_protein,1.0
DOM,meat-pig,monogastric_grain,1.0
DOM,meat-pig,monogastric_low_quality,1.0
DOM,meat-pig,monogastric_protein,1.0
DOM,meat-sheep,ruminant_forage,1.0
DOM,meat-sheep,ruminant_grain,1.0
DOM,meat-sheep,ruminant_protein,1.0
DOM,meat-sheep,ruminant_roughage,1.0
DZA,dairy,ruminant_forage,2.0
DZA,dairy,ruminant_grain,1.0
DZA,dairy,ruminant_protein,1.0
DZA,dairy,ruminant_roughage,1.0
DZA,dairy-buffalo,ruminant_forage,2.0
DZA,dairy-buffalo,ruminant_grain,1.0
DZA,dairy-buffalo,ruminant_protein,1.0
DZA,dairy-buffalo,ruminant_roughage,1.0
DZA,eggs,monogastric_grain,1.0
DZA,eggs,monogastric_low_quality,1.0
DZA,eggs,monogastric_protein,1.0
DZA,meat-cattle,ruminant_forage,2.0
DZA,meat-cattle,ruminant_grain,1.0
DZA,meat-cattle,ruminant_protein,1.0
DZA,meat-cattle,ruminant_roughage,1.0
DZA,meat-chicken,monogastric_grain,1.0
DZA,meat-chicken,monogastric_low_quality,1.0
DZA,meat-chicken,monogastric_protein,1.0
DZA,meat-pig,monogastric_grain,1.0
DZA,meat-pig,monogastric_low_quality,1.0
DZA,meat-pig,monogastric_protein,1.0
DZA,meat-sheep,ruminant_forage,2.0
DZA,meat-sheep,ruminant_grain,1.0
DZA,meat-sheep,ruminant_protein,1.0
DZA,meat-sheep,ruminant_roughage,1.0
ECU,dairy,ruminant_forage,2.0
