# GLEAM 3.0 country-level animal production data (reference year 2015).
# Source: FAO Global Livestock Environmental Assessment Model (GLEAM) version 3.0.
# Obtained directly from FAO upon request.
#
# SPDX-FileCopyrightText: FAO 2022
# SPDX-License-Identifier: CC-BY-4.0
ISO3,COUNTRY,VarName,Animal,LPS,Item,Element,Total,Unit
CUB,Cuba,Production,Cattle,Mixed,Milk,Weight,441916265.2,kg/year
CUB,Cuba,Production,Chicken,Backyard,Eggs,Weight,6138155.764,kg/year
CUB,Cuba,Production,Chicken,Backyard,Meat,CarcassWeight,1213336.847,kg/year
CUB,Cuba,Production,Chicken,Backyard,Meat,LiveWeight,1844273.209,kg/year
CUB,Cuba,Production,Chicken,Broiler,Meat,CarcassWeight,40042393.85,kg/year
CUB,Cuba,Production,Chicken,Broiler,Meat,LiveWeight,54852592.65,kg/year
CUB,Cuba,Production,Chicken,Layer,Eggs,Weight,212212863.8,kg/year
CUB,Cuba,Production,Chicken,Layer,Meat,CarcassWeight,24203114.15,kg/year
CUB,Cuba,Production,Chicken,Layer,Meat,LiveWeight,44005661.19,kg/year
CUB,Cuba,Production,Goats,Grassland,Meat,CarcassWeight,936048.3544,kg/year
CUB,Cuba,Production,Goats,Grassland,Meat,LiveWeight,2117756.419,kg/year
CUB,Cuba,Production,Goats,Mixed,Meat,CarcassWeight,3795178.828,kg/year
CUB,Cuba,Production,Goats,Mixed,Meat,LiveWeight,8586377.271,kg/year
CUB,Cuba,Production,Goats,Grassland,Milk,Weight,0,kg/year
CUB,Cuba,Production,Goats,Mixed,Milk,Weight,0,kg/year
CUB,Cuba,Production,Pigs,Industrial,Meat,CarcassWeight,110124046.9,kg/year
CUB,Cuba,Production,Pigs,Industrial,Meat,LiveWeight,146832062.5,kg/year
CUB,Cuba,Production,Pigs,Intermediate,Meat,CarcassWeight,136034213.8,kg/year
CUB,Cuba,Production,Pigs,Intermediate,Meat,LiveWeight,181378952.1,kg/year
CUB,Cuba,Production,Sheep,Grassland,Meat,CarcassWeight,1533166.672,kg/year
CUB,Cuba,Production,Sheep,Grassland,Meat,LiveWeight,3407037.055,kg/year
CUB,Cuba,Production,Sheep,Mixed,Meat,CarcassWeight,9407090.624,kg/year
CUB,Cuba,Production,Sheep,Mixed,Meat,LiveWeight,20904645.78,kg/year
CUB,Cuba,Production,Sheep,Grassland,Milk,Weight,0,kg/year
CUB,Cuba,Production,Sheep,Mixed,Milk,Weight,0,kg/year
CYP,Cyprus,Production,Cattle,Grassland,Meat,CarcassWeight,696706.5729,kg/year
CYP,Cyprus,Production,Cattle,Grassland,Meat,LiveWeight,1302105.844,kg/year
CYP,Cyprus,Production,Cattle,Mixed,Meat,CarcassWeight,1184504.75,kg/year
CYP,Cyprus,Production,Cattle,Mixed,Meat,LiveWeight,2216025.687,kg/year
CYP,Cyprus,Production,Cattle,Grassland,Milk,Weight,69592855.77,kg/year
CYP,Cyprus,Production,Cattle,Mixed,Milk,Weight,93706574.22,kg/year
CYP,Cyprus,Production,Chicken,Backyard,Eggs,Weight,92650.33816,kg/year
CYP,Cyprus,Production,Chicken,Backyard,Meat,CarcassWeight,11344.07816,kg/year
CYP,Cyprus,Production,Chicken,Backyard,Meat,LiveWeight,17231.76652,kg/year
CYP,Cyprus,Production,Chicken,Broiler,Meat,CarcassWeight,18573907.33,kg/year
CYP,Cyprus,Production,Chicken,Broiler,Meat,LiveWeight,28575243.15,kg/year
CYP,Cyprus,Production,Chicken,Layer,Eggs,Weight,7330013.874,kg/year
CYP,Cyprus,Production,Chicken,Layer,Meat,CarcassWeight,893232.6982,kg/year
CYP,Cyprus,Production,Chicken,Layer,Meat,LiveWeight,1624059.421,kg/year
CYP,Cyprus,Production,Goats,Grassland,Meat,CarcassWeight,933944.6233,kg/year
CYP,Cyprus,Production,Goats,Grassland,Meat,LiveWeight,1894411.037,kg/year
CYP,Cyprus,Production,Goats,Mixed,Meat,CarcassWeight,965752.02,kg/year
CYP,Cyprus,Production,Goats,Mixed,Meat,LiveWeight,1958929.064,kg/year
CYP,Cyprus,Production,Goats,Grassland,Milk,Weight,11615110.48,kg/year
CYP,Cyprus,Production,Goats,Mixed,Milk,Weight,12010686.63,kg/year
CYP,Cyprus,Production,Pigs,Backyard,Meat,CarcassWeight,103627.487,kg/year
CYP,Cyprus,Production,Pigs,Backyard,Meat,LiveWeight,159426.9105,kg/year
CYP,Cyprus,Production,Pigs,Industrial,Meat,CarcassWeight,54131104.68,kg/year
CYP,Cyprus,Production,Pigs,Industrial,Meat,LiveWeight,72174806.74,kg/year
CYP,Cyprus,Production,Pigs,Intermediate,Meat,CarcassWeight,220589.898,kg/year
CYP,Cyprus,Production,Pigs,Intermediate,Meat,LiveWeight,294119.8655,kg/year
CYP,Cyprus,Production,Sheep,Grassland,Meat,CarcassWeight,462493.0264,kg/year
CYP,Cyprus,Production,Sheep,Grassland,Meat,LiveWeight,1039310.164,kg/year
CYP,Cyprus,Production,Sheep,Mixed,Meat,CarcassWeight,651353.0237,kg/year
CYP,Cyprus,Production,Sheep,Mixed,Meat,LiveWeight,1463714.674,kg/year
CYP,Cyprus,Production,Sheep,Grassland,Milk,Weight,11052786.86,kg/year
CYP,Cyprus,Production,Sheep,Mixed,Milk,Weight,15566215.95,kg/year
CZE,Czechia,Production,Cattle,Grassland,Meat,CarcassWeight,9781001.719,kg/year
CZE,Czechia,Production,Cattle,Grassland,Meat,LiveWeight,18438009.7,kg/year
CZE,Czechia,Production,Cattle,Mixed,Meat,CarcassWeight,116379795.8,kg/year
CZE,Czechia,Production,Cattle,Mixed,Meat,LiveWeight,219301884.4,kg/year
CZE,Czechia,Production,Cattle,Grassland,Milk,Weight,234825669.8,kg/year
CZE,Czechia,Production,Cattle,Mixed,Milk,Weight,2791061869,kg/year
CZE,Czechia,Production,Chicken,Backyard,Eggs,Weight,1167405.333,kg/year
CZE,Czechia,Production,Chicken,Backyard,Meat,CarcassWeight,258695.1266,kg/year
CZE,Czechia,Production,Chicken,Backyard,Meat,LiveWeight,350694.6178,kg/year
CZE,Czechia,Production,Chicken,Broiler,Meat,CarcassWeight,143543421.9,kg/year
CZE,Czechia,Production,Chicken,Broiler,Meat,LiveWeight,205062034.7,kg/year
CZE,Czechia,Production,Chicken,Layer,Eggs,Weight,70932816.34,kg/year
CZE,Czechia,Production,Chicken,Layer,Meat,CarcassWeight,8304794.283,kg/year
CZE,Czechia,Production,Chicken,Layer,Meat,LiveWeight,15099625.6,kg/year
CZE,Czechia,Production,Goats,Grassland,Meat,CarcassWeight,35955.58214,kg/year
CZE,Czechia,Production,Goats,Grassland,Meat,LiveWeight,83617.63279,kg/year
CZE,Czechia,Production,Goats,Mixed,Meat,CarcassWeight,180698.0962,kg/year
CZE,Czechia,Production,Goats,Mixed,Meat,LiveWeight,420228.1297,kg/year
CZE,Czechia,Production,Goats,Grassland,Milk,Weight,1659477.066,kg/year
CZE,Czechia,Production,Goats,Mixed,Milk,Weight,8339855.217,kg/year
CZE,Czechia,Production,Pigs,Backyard,Meat,CarcassWeight,544425.5608,kg/year
CZE,Czechia,Production,Pigs,Backyard,Meat,LiveWeight,837577.8189,kg/year
CZE,Czechia,Production,Pigs,Industrial,Meat,CarcassWeight,257970657.7,kg/year
CZE,Czechia,Production,Pigs,Industrial,Meat,LiveWeight,343960876.9,kg/year
CZE,Czechia,Production,Pigs,Intermediate,Meat,CarcassWeight,9229715.915,kg/year
CZE,Czechia,Production,Pigs,Intermediate,Meat,LiveWeight,12306287.9,kg/year
CZE,Czechia,Production,Sheep,Grassland,Meat,CarcassWeight,370772.0212,kg/year
CZE,Czechia,Production,Sheep,Grassland,Meat,LiveWeight,772441.7138,kg/year
CZE,Czechia,Production,Sheep,Mixed,Meat,CarcassWeight,1824523.964,kg/year
CZE,Czechia,Production,Sheep,Mixed,Meat,LiveWeight,3801091.599,kg/year
CZE,Czechia,Production,Sheep,Grassland,Milk,Weight,461780.1329,kg/year
CZE,Czechia,Production,Sheep,Mixed,Milk,Weight,2272363.78,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Grassland,Meat,CarcassWeight,10500411.33,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Grassland,Meat,LiveWeight,22341300.7,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Mixed,Meat,CarcassWeight,4031052.11,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Mixed,Meat,LiveWeight,8576706.628,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Grassland,Milk,Weight,17240015.66,kg/year
CIV,Côte d'Ivoire,Production,Cattle,Mixed,Milk,Weight,14678961.36,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Backyard,Eggs,Weight,18803190.31,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Backyard,Meat,CarcassWeight,11625254.9,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Backyard,Meat,LiveWeight,17665968.73,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Broiler,Meat,CarcassWeight,66368939.04,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Broiler,Meat,LiveWeight,102106064,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Layer,Eggs,Weight,101703248.1,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Layer,Meat,CarcassWeight,17141791.95,kg/year
CIV,Côte d'Ivoire,Production,Chicken,Layer,Meat,LiveWeight,31166893.77,kg/year
CIV,Côte d'Ivoire,Production,Goats,Grassland,Meat,CarcassWeight,1609585.132,kg/year
CIV,Côte d'Ivoire,Production,Goats,Grassland,Meat,LiveWeight,3424649.211,kg/year
CIV,Côte d'Ivoire,Production,Goats,Mixed,Meat,CarcassWeight,3828818.492,kg/year
CIV,Côte d'Ivoire,Production,Goats,Mixed,Meat,LiveWeight,8146422.326,kg/year
CIV,Côte d'Ivoire,Production,Goats,Grassland,Milk,Weight,0,kg/year
CIV,Côte d'Ivoire,Production,Goats,Mixed,Milk,Weight,0,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Backyard,Meat,CarcassWeight,8147837.988,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Backyard,Meat,LiveWeight,12535135.82,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Industrial,Meat,CarcassWeight,9969785.182,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Industrial,Meat,LiveWeight,13293046.91,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Intermediate,Meat,CarcassWeight,8910036.162,kg/year
CIV,Côte d'Ivoire,Production,Pigs,Intermediate,Meat,LiveWeight,11880048.22,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Grassland,Meat,CarcassWeight,1415040.015,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Grassland,Meat,LiveWeight,3306168.316,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Mixed,Meat,CarcassWeight,4180139.636,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Mixed,Meat,LiveWeight,9766681.536,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Grassland,Milk,Weight,0,kg/year
CIV,Côte d'Ivoire,Production,Sheep,Mixed,Milk,Weight,0,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Grassland,Meat,CarcassWeight,5776246.095,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Grassland,Meat,LiveWeight,10836133.51,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Mixed,Meat,CarcassWeight,10271243.47,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Mixed,Meat,LiveWeight,19299125.98,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Grassland,Milk,Weight,37086690.34,kg/year
PRK,Dem People's Rep of Korea,Production,Cattle,Mixed,Milk,Weight,45654905.63,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Backyard,Eggs,Weight,16539045.86,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Backyard,Meat,CarcassWeight,5912698.039,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Backyard,Meat,LiveWeight,8978451.357,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Broiler,Meat,CarcassWeight,2345291.797,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Broiler,Meat,LiveWeight,3608141.365,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Layer,Eggs,Weight,16339665.82,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Layer,Meat,CarcassWeight,1358569.784,kg/year
PRK,Dem People's Rep of Korea,Production,Chicken,Layer,Meat,LiveWeight,2470126.833,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Grassland,Meat,CarcassWeight,10099086.55,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Grassland,Meat,LiveWeight,20610380.73,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Mixed,Meat,CarcassWeight,23137512.64,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Mixed,Meat,LiveWeight,47219413.6,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Grassland,Milk,Weight,0,kg/year
PRK,Dem People's Rep of Korea,Production,Goats,Mixed,Milk,Weight,0,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Backyard,Meat,CarcassWeight,150375720.1,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Backyard,Meat,LiveWeight,231347270.4,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Industrial,Meat,CarcassWeight,9267941.5,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Industrial,Meat,LiveWeight,12357255.32,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Intermediate,Meat,CarcassWeight,22438416.37,kg/year
PRK,Dem People's Rep of Korea,Production,Pigs,Intermediate,Meat,LiveWeight,29917888.45,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Grassland,Meat,CarcassWeight,453383.5306,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Grassland,Meat,LiveWeight,929064.6294,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Mixed,Meat,CarcassWeight,618415.4842,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Mixed,Meat,LiveWeight,1267244.868,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Grassland,Milk,Weight,0,kg/year
PRK,Dem People's Rep of Korea,Production,Sheep,Mixed,Milk,Weight,0,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Grassland,Meat,CarcassWeight,6542231.428,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Grassland,Meat,LiveWeight,13919641.34,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Mixed,Meat,CarcassWeight,2666166.862,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Mixed,Meat,LiveWeight,5672695.459,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Grassland,Milk,Weight,3568142.644,kg/year
COD,Democratic Republic of the Congo,Production,Cattle,Mixed,Milk,Weight,3585833.45,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Backyard,Eggs,Weight,18183081.84,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Backyard,Meat,CarcassWeight,7676604.754,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Backyard,Meat,LiveWeight,11672787.08,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Broiler,Meat,CarcassWeight,9062528.376,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Broiler,Meat,LiveWeight,13942351.88,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Layer,Eggs,Weight,3083924.955,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Layer,Meat,CarcassWeight,519786.717,kg/year
COD,Democratic Republic of the Congo,Production,Chicken,Layer,Meat,LiveWeight,945066.7373,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Grassland,Meat,CarcassWeight,8727654.742,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Grassland,Meat,LiveWeight,16688515.3,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Mixed,Meat,CarcassWeight,7711036.027,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Mixed,Meat,LiveWeight,14744595.94,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Grassland,Milk,Weight,0,kg/year
COD,Democratic Republic of the Congo,Production,Goats,Mixed,Milk,Weight,0,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Backyard,Meat,CarcassWeight,31854269.47,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Backyard,Meat,LiveWeight,49006570.19,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Industrial,Meat,CarcassWeight,1216651.531,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Industrial,Meat,LiveWeight,1622202.041,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Intermediate,Meat,CarcassWeight,16467997.09,kg/year
COD,Democratic Republic of the Congo,Production,Pigs,Intermediate,Meat,LiveWeight,21957329.46,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Grassland,Meat,CarcassWeight,2653015.76,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Grassland,Meat,LiveWeight,5895590.572,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Mixed,Meat,CarcassWeight,1832502.495,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Mixed,Meat,LiveWeight,4072227.771,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Grassland,Milk,Weight,0,kg/year
COD,Democratic Republic of the Congo,Production,Sheep,Mixed,Milk,Weight,0,kg/year
DNK,Denmark,Production,Cattle,Grassland,Meat,CarcassWeight,4319746.899,kg/year
DNK,Denmark,Production,Cattle,Grassland,Meat,LiveWeight,8458774.447,kg/year
DNK,Denmark,Production,Cattle,Mixed,Meat,CarcassWeight,147226937.5,kg/year
DNK,Denmark,Production,Cattle,Mixed,Meat,LiveWeight,288279819.2,kg/year
DNK,Denmark,Production,Cattle,Grassland,Milk,Weight,152656443.5,kg/year
DNK,Denmark,Production,Cattle,Mixed,Milk,Weight,5199980764,kg/year
DNK,Denmark,Production,Chicken,Broiler,Meat,CarcassWeight,116982209.4,kg/year
DNK,Denmark,Production,Chicken,Broiler,Meat,LiveWeight,169539434.5,kg/year
DNK,Denmark,Production,Chicken,Layer,Eggs,Weight,67780415.95,kg/year
DNK,Denmark,Production,Chicken,Layer,Meat,CarcassWeight,3393117.097,kg/year
DNK,Denmark,Production,Chicken,Layer,Meat,LiveWeight,6169303.659,kg/year
DNK,Denmark,Production,Goats,Grassland,Meat,CarcassWeight,0,kg/year
DNK,Denmark,Production,Goats,Grassland,Meat,LiveWeight,0,kg/year
DNK,Denmark,Production,Goats,Mixed,Meat,CarcassWeight,165.3883057,kg/year
DNK,Denmark,Production,Goats,Mixed,Meat,LiveWeight,384.6239624,kg/year
DNK,Denmark,Production,Goats,Grassland,Milk,Weight,0,kg/year
DNK,Denmark,Production,Goats,Mixed,Milk,Weight,0,kg/year
DNK,Denmark,Production,Pigs,Industrial,Meat,CarcassWeight,2429002481,kg/year
DNK,Denmark,Production,Pigs,Industrial,Meat,LiveWeight,3217221845,kg/year
DNK,Denmark,Production,Sheep,Grassland,Meat,CarcassWeight,0,kg/year
DNK,Denmark,Production,Sheep,Grassland,Meat,LiveWeight,0,kg/year
DNK,Denmark,Production,Sheep,Mixed,Meat,CarcassWeight,7717.078125,kg/year
DNK,Denmark,Production,Sheep,Mixed,Meat,LiveWeight,15434.15625,kg/year
DNK,Denmark,Production,Sheep,Grassland,Milk,Weight,0,kg/year
DNK,Denmark,Production,Sheep,Mixed,Milk,Weight,0,kg/year
DJI,Djibouti,Production,Cattle,Grassland,Meat,CarcassWeight,4472944.686,kg/year
DJI,Djibouti,Production,Cattle,Grassland,Meat,LiveWeight,9516903.572,kg/year
DJI,Djibouti,Production,Cattle,Grassland,Milk,Weight,8879105.875,kg/year
DJI,Djibouti,Production,Chicken,Backyard,Eggs,Weight,292166.3034,kg/year
DJI,Djibouti,Production,Chicken,Backyard,Meat,CarcassWeight,135770.826,kg/year
DJI,Djibouti,Production,Chicken,Backyard,Meat,LiveWeight,206273.3912,kg/year
DJI,Djibouti,Production,Chicken,Broiler,Meat,CarcassWeight,1441.395142,kg/year
DJI,Djibouti,Production,Chicken,Broiler,Meat,LiveWeight,2217.531006,kg/year
DJI,Djibouti,Production,Chicken,Layer,Eggs,Weight,1840.725464,kg/year
DJI,Djibouti,Production,Chicken,Layer,Meat,CarcassWeight,310.249054,kg/year
DJI,Djibouti,Production,Chicken,Layer,Meat,LiveWeight,564.0891724,kg/year
DJI,Djibouti,Production,Goats,Grassland,Meat,CarcassWeight,1930007.218,kg/year
DJI,Djibouti,Production,Goats,Grassland,Meat,LiveWeight,3906897.072,kg/year
DJI,Djibouti,Production,Goats,Grassland,Milk,Weight,0,kg/year
DJI,Djibouti,Production,Sheep,Grassland,Meat,CarcassWeight,1892929.246,kg/year
DJI,Djibouti,Production,Sheep,Grassland,Meat,LiveWeight,4206509.448,kg/year
DJI,Djibouti,Production,Sheep,Grassland,Milk,Weight,0,kg/year
DMA,Dominica,Production,Cattle,Grassland,Meat,CarcassWeight,275694.0723,kg/year
DMA,Dominica,Production,Cattle,Grassland,Meat,LiveWeight,535313.6016,kg/year
DMA,Dominica,Production,Cattle,Mixed,Meat,CarcassWeight,52312.58984,kg/year
DMA,Dominica,Production,Cattle,Mixed,Meat,LiveWeight,101575.0547,kg/year
DMA,Dominica,Production,Cattle,Grassland,Milk,Weight,5829524.281,kg/year
DMA,Dominica,Production,Cattle,Mixed,Milk,Weight,1106144.625,kg/year
DMA,Dominica,Production,Chicken,Backyard,Eggs,Weight,37085.51062,kg/year
DMA,Dominica,Production,Chicken,Backyard,Meat,CarcassWeight,7330.739471,kg/year
DMA,Dominica,Production,Chicken,Backyard,Meat,LiveWeight,11142.73138,kg/year
DMA,Dominica,Production,Chicken,Broiler,Meat,CarcassWeight,1087878.477,kg/year
DMA,Dominica,Production,Chicken,Broiler,Meat,LiveWeight,1490244.453,kg/year
DMA,Dominica,Production,Chicken,Layer,Eggs,Weight,750776.1367,kg/year
DMA,Dominica,Production,Chicken,Layer,Meat,CarcassWeight,85626.85352,kg/year
DMA,Dominica,Production,Chicken,Layer,Meat,LiveWeight,155685.1855,kg/year
DMA,Dominica,Production,Goats,Grassland,Meat,CarcassWeight,39441.427,kg/year
DMA,Dominica,Production,Goats,Grassland,Meat,LiveWeight,89233.99658,kg/year
DMA,Dominica,Production,Goats,Grassland,Milk,Weight,0,kg/year
DMA,Dominica,Production,Pigs,Backyard,Meat,CarcassWeight,90940.75024,kg/year
DMA,Dominica,Production,Pigs,Backyard,Meat,LiveWeight,139908.8508,kg/year
DMA,Dominica,Production,Pigs,Industrial,Meat,CarcassWeight,394921.6797,kg/year
DMA,Dominica,Production,Pigs,Industrial,Meat,LiveWeight,526562.2305,kg/year
DMA,Dominica,Production,Pigs,Intermediate,Meat,CarcassWeight,204139.9141,kg/year
DMA,Dominica,Production,Pigs,Intermediate,Meat,LiveWeight,272186.5547,kg/year
DMA,Dominica,Production,Sheep,Grassland,Meat,CarcassWeight,62740.75586,kg/year
DMA,Dominica,Production,Sheep,Grassland,Meat,LiveWeight,139423.9043,kg/year
DMA,Dominica,Production,Sheep,Grassland,Milk,Weight,0,kg/year
DOM,Dominican Republic,Production,Cattle,Grassland,Meat,CarcassWeight,8730678.148,kg/year
DOM,Dominican Republic,Production,Cattle,Grassland,Meat,LiveWeight,16423756.19,kg/year
DOM,Dominican Republic,Production,Cattle,Mixed,Meat,CarcassWeight,60138956.46,kg/year
DOM,Dominican Republic,Production,Cattle,Mixed,Meat,LiveWeight,113130680.7,kg/year
DOM,Dominican Republic,Production,Cattle,Grassland,Milk,Weight,85220906.55,kg/year
DOM,Dominican Republic,Production,Cattle,Mixed,Milk,Weight,587021543,kg/year
DOM,Dominican Republic,Production,Chicken,Backyard,Eggs,Weight,11962943.94,kg/year
DOM,Dominican Republic,Production,Chicken,Backyard,Meat,CarcassWeight,3324531.943,kg/year
DOM,Dominican Republic,Production,Chicken,Backyard,Meat,LiveWeight,5053291.851,kg/year
DOM,Dominican Republic,Production,Chicken,Broiler,Meat,CarcassWeight,1181778636,kg/year
DOM,Dominican Republic,Production,Chicken,Broiler,Meat,LiveWeight,1618874802,kg/year
DOM,Dominican Republic,Production,Chicken,Layer,Eggs,Weight,488686090.4,kg/year
DOM,Dominican Republic,Production,Chicken,Layer,Meat,CarcassWeight,55735200.4,kg/year
DOM,Dominican Republic,Production,Chicken,Layer,Meat,LiveWeight,101336725.8,kg/year
DOM,Dominican Republic,Production,Goats,Grassland,Meat,CarcassWeight,120941.5521,kg/year
DOM,Dominican Republic,Production,Goats,Grassland,Meat,LiveWeight,273623.4175,kg/year
DOM,Dominican Republic,Production,Goats,Mixed,Meat,CarcassWeight,840458.189,kg/year
DOM,Dominican Republic,Production,Goats,Mixed,Meat,LiveWeight,1901489.085,kg/year
DOM,Dominican Republic,Production,Goats,Grassland,Milk,Weight,0,kg/year
DOM,Dominican Republic,Production,Goats,Mixed,Milk,Weight,0,kg/year
DOM,Dominican Republic,Production,Pigs,Backyard,Meat,CarcassWeight,6250801.795,kg/year
DOM,Dominican Republic,Production,Pigs,Backyard,Meat,LiveWeight,9616618.479,kg/year
DOM,Dominican Republic,Production,Pigs,Industrial,Meat,CarcassWeight,54940514.7,kg/year
DOM,Dominican Republic,Production,Pigs,Industrial,Meat,LiveWeight,73254019.66,kg/year
DOM,Dominican Republic,Production,Pigs,Intermediate,Meat,CarcassWeight,16620796.54,kg/year
DOM,Dominican Republic,Production,Pigs,Intermediate,Meat,LiveWeight,22161062.01,kg/year
DOM,Dominican Republic,Production,Sheep,Grassland,Meat,CarcassWeight,340713.8094,kg/year
DOM,Dominican Republic,Production,Sheep,Grassland,Meat,LiveWeight,757141.7961,kg/year
DOM,Dominican Republic,Production,Sheep,Mixed,Meat,CarcassWeight,1607514.061,kg/year
DOM,Dominican Republic,Production,Sheep,Mixed,Meat,LiveWeight,3572253.46,kg/year
DOM,Dominican Republic,Production,Sheep,Grassland,Milk,Weight,0,kg/year
DOM,Dominican Republic,Production,Sheep,Mixed,Milk,Weight,0,kg/year
ECU,Ecuador,Production,Buffalo,Grassland,Meat,CarcassWeight,100247.4222,kg/year
ECU,Ecuador,Production,Buffalo,Grassland,Meat,LiveWeight,184830.9982,kg/year
ECU,Ecuador,Production,Buffalo,Mixed,Meat,CarcassWeight,126705.9981,kg/year
ECU,Ecuador,Production,Buffalo,Mixed,Meat,LiveWeight,233613.9493,kg/year
ECU,Ecuador,Production,Buffalo,Grassland,Milk,Weight,0,kg/year
ECU,Ecuador,Production,Buffalo,Mixed,Milk,Weight,0,kg/year
ECU,Ecuador,Production,Cattle,Grassland,Meat,CarcassWeight,54763552.75,kg/year
ECU,Ecuador,Production,Cattle,Grassland,Meat,LiveWeight,104021340.8,kg/year
ECU,Ecuador,Production,Cattle,Mixed,Meat,CarcassWeight,170036022.9,kg/year
ECU,Ecuador,Production,Cattle,Mixed,Meat,LiveWeight,322786827.9,kg/year
ECU,Ecuador,Production,Cattle,Grassland,Milk,Weight,475980877,kg/year
ECU,Ecuador,Production,Cattle,Mixed,Milk,Weight,1373977165,kg/year
ECU,Ecuador,Production,Chicken,Backyard,Eggs,Weight,53075283.2,kg/year
ECU,Ecuador,Production,Chicken,Backyard,Meat,CarcassWeight,10491457.04,kg/year
ECU,Ecuador,Production,Chicken,Backyard,Meat,LiveWeight,15947024.99,kg/year
ECU,Ecuador,Production,Chicken,Broiler,Meat,CarcassWeight,984207194.5,kg/year
ECU,Ecuador,Production,Chicken,Broiler,Meat,LiveWeight,1348228994,kg/year
